Disease:sickle-cell_disease	Target:humanized_igg2	Drug:selg2
Disease:alzheimer's_disease	Target:nicotinergic_acetylcholine_receptor	Drug:abt-418
Disease:alzheimer's_disease	Target:nicotinic_acetylcholine_receptor_beta_2-subunit_protein	Drug:abt-418
Disease:alzheimer's_disease	Target:neuronal_acetylcholine_receptor_protein,_beta-2_chain	Drug:abt-418
Disease:alzheimer's_disease	Target:nachr	Drug:abt-418
Disease:alzheimer's_disease	Target:amyloid_beta_a4_protein	Drug:biib037
Disease:alzheimer's_disease	Target:appi	Drug:biib037
Disease:alzheimer's_disease	Target:protease_nexin-ii	Drug:biib037
Disease:alzheimer's_disease	Target:cvap	Drug:biib037
Disease:alzheimer's_disease	Target:gamma-secretase	Drug:biib037
Disease:alzheimer's_disease	Target:cerebral_vascular_amyloid_peptide	Drug:biib037
Disease:alzheimer's_disease	Target:abpp	Drug:biib037
Disease:alzheimer's_disease	Target:app	Drug:biib037
Disease:alzheimer's_disease	Target:beta-amyloid_peptide	Drug:biib037
Disease:alzheimer's_disease	Target:amyloid_precursor_protein	Drug:biib037
Disease:alzheimer's_disease	Target:vascular_beta-amyloid	Drug:biib037
Disease:alzheimer's_disease	Target:amyloid_beta_precursor_protein	Drug:biib037
Disease:alzheimer's_disease	Target:alzheimer's_disease_amyloid_protein	Drug:biib037
Disease:alzheimer's_disease	Target:prea4	Drug:biib037
Disease:alzheimer's_disease	Target:pn-ii	Drug:biib037
Disease:alzheimer's_disease	Target:amyloid_beta_a4_protein	Drug:ban2401
Disease:alzheimer's_disease	Target:appi	Drug:ban2401
Disease:alzheimer's_disease	Target:protease_nexin-ii	Drug:ban2401
Disease:alzheimer's_disease	Target:cvap	Drug:ban2401
Disease:alzheimer's_disease	Target:gamma-secretase	Drug:ban2401
Disease:alzheimer's_disease	Target:cerebral_vascular_amyloid_peptide	Drug:ban2401
Disease:alzheimer's_disease	Target:abpp	Drug:ban2401
Disease:alzheimer's_disease	Target:app	Drug:ban2401
Disease:alzheimer's_disease	Target:beta-amyloid_peptide	Drug:ban2401
Disease:alzheimer's_disease	Target:amyloid_precursor_protein	Drug:ban2401
Disease:alzheimer's_disease	Target:vascular_beta-amyloid	Drug:ban2401
Disease:alzheimer's_disease	Target:amyloid_beta_precursor_protein	Drug:ban2401
Disease:alzheimer's_disease	Target:alzheimer's_disease_amyloid_protein	Drug:ban2401
Disease:alzheimer's_disease	Target:prea4	Drug:ban2401
Disease:alzheimer's_disease	Target:pn-ii	Drug:ban2401
Disease:alzheimer's_disease	Target:npkc-delta_(mrna)	Drug:bryostatin
Disease:alzheimer's_disease	Target:prkcd_(mrna)	Drug:bryostatin
Disease:alzheimer's_disease	Target:protein_kinase_c_delta_type_catalytic_subunit_(mrna)	Drug:bryostatin
Disease:alzheimer's_disease	Target:tyrosine-protein_kinase_prkcd_(mrna)	Drug:bryostatin
Disease:alzheimer's_disease	Target:sdk1_(mrna)	Drug:bryostatin
Disease:alzheimer's_disease	Target:mrna_of_pkc-delta	Drug:bryostatin
Disease:alzheimer's_disease	Target:acetylcholinesterase	Drug:(-)-phenserine
Disease:alzheimer's_disease	Target:pseudocholinesterase	Drug:(-)-phenserine
Disease:alzheimer's_disease	Target:ache	Drug:(-)-phenserine
Disease:alzheimer's_disease	Target:butyrylcholine_esterase	Drug:(-)-phenserine
Disease:alzheimer's_disease	Target:buche	Drug:(-)-phenserine
Disease:alzheimer's_disease	Target:acylcholine_acylhydrolase	Drug:(-)-phenserine
Disease:alzheimer's_disease	Target:choline_esterase_ii	Drug:(-)-phenserine
Disease:alzheimer's_disease	Target:butyrylcholinesterase	Drug:(-)-phenserine
Disease:alzheimer's_disease	Target:cholinesterase	Drug:(-)-phenserine
Disease:alzheimer's_disease	Target:betangf	Drug:cere-110
Disease:alzheimer's_disease	Target:ngf	Drug:cere-110
Disease:alzheimer's_disease	Target:beta-nerve_growth_factor	Drug:cere-110
Disease:alzheimer's_disease	Target:hh3r	Drug:azd-5213
Disease:alzheimer's_disease	Target:histamine_h3_receptor	Drug:azd-5213
Disease:alzheimer's_disease	Target:histamine_receptor_3	Drug:azd-5213
Disease:alzheimer's_disease	Target:g_protein-coupled_receptor_97	Drug:azd-5213
Disease:alzheimer's_disease	Target:nicotinic_acetylcholine_receptor_subunit_alpha_7	Drug:aqw-051
Disease:alzheimer's_disease	Target:alpha(7)_nicotinic_receptor	Drug:aqw-051
Disease:alzheimer's_disease	Target:alpha7_nicotinic_receptor	Drug:aqw-051
Disease:alzheimer's_disease	Target:nicotinic_acetylcholine_receptor_alpha7	Drug:aqw-051
Disease:alzheimer's_disease	Target:neuronal_acetylcholine_receptor_protein,_alpha-7_chain	Drug:aqw-051
Disease:alzheimer's_disease	Target:alpha-7_nachr	Drug:aqw-051
Disease:alzheimer's_disease	Target:alpha7_nachr	Drug:aqw-051
Disease:alzheimer's_disease	Target:bet1	Drug:rvx-208
Disease:alzheimer's_disease	Target:bet_protein	Drug:rvx-208
Disease:alzheimer's_disease	Target:golgi_vesicular_membranetrafficking_protein_p18	Drug:rvx-208
Disease:alzheimer's_disease	Target:bet1_homolog	Drug:rvx-208
Disease:alzheimer's_disease	Target:hbet1	Drug:rvx-208
Disease:alzheimer's_disease	Target:serotonin_receptor	Drug:prx-3140
Disease:alzheimer's_disease	Target:5-hydroxytryptamine_4_receptor	Drug:prx-3140
Disease:alzheimer's_disease	Target:5-ht-4	Drug:prx-3140
Disease:alzheimer's_disease	Target:5-ht4_receptor	Drug:prx-3140
Disease:alzheimer's_disease	Target:serotonin_receptor_4	Drug:prx-3140
Disease:alzheimer's_disease	Target:5-ht4	Drug:prx-3140
Disease:alzheimer's_disease	Target:amyloid_beta_a4_protein	Drug:frm-0962
Disease:alzheimer's_disease	Target:appi	Drug:frm-0962
Disease:alzheimer's_disease	Target:protease_nexin-ii	Drug:frm-0962
Disease:alzheimer's_disease	Target:cvap	Drug:frm-0962
Disease:alzheimer's_disease	Target:gamma-secretase	Drug:frm-0962
Disease:alzheimer's_disease	Target:cerebral_vascular_amyloid_peptide	Drug:frm-0962
Disease:alzheimer's_disease	Target:abpp	Drug:frm-0962
Disease:alzheimer's_disease	Target:app	Drug:frm-0962
Disease:alzheimer's_disease	Target:beta-amyloid_peptide	Drug:frm-0962
Disease:alzheimer's_disease	Target:amyloid_precursor_protein	Drug:frm-0962
Disease:alzheimer's_disease	Target:vascular_beta-amyloid	Drug:frm-0962
Disease:alzheimer's_disease	Target:amyloid_beta_precursor_protein	Drug:frm-0962
Disease:alzheimer's_disease	Target:alzheimer's_disease_amyloid_protein	Drug:frm-0962
Disease:alzheimer's_disease	Target:prea4	Drug:frm-0962
Disease:alzheimer's_disease	Target:pn-ii	Drug:frm-0962
Disease:alzheimer's_disease	Target:serotonin_receptor	Drug:abt-354
Disease:alzheimer's_disease	Target:memapsin-2	Drug:azd3293
Disease:alzheimer's_disease	Target:beta-secretase	Drug:azd3293
Disease:alzheimer's_disease	Target:membrane-associated_aspartic_protease_2	Drug:azd3293
Disease:alzheimer's_disease	Target:transmembrane_aspartic_protease	Drug:azd3293
Disease:alzheimer's_disease	Target:aspartyl_protease_2	Drug:azd3293
Disease:alzheimer's_disease	Target:beta-site_abetapp-cleaving_enzyme	Drug:azd3293
Disease:alzheimer's_disease	Target:asp2	Drug:azd3293
Disease:alzheimer's_disease	Target:bace	Drug:azd3293
Disease:alzheimer's_disease	Target:beta-site_amyloid_precursor_protein_cleaving_enzyme	Drug:azd3293
Disease:alzheimer's_disease	Target:memapsin-2	Drug:hpp-854
Disease:alzheimer's_disease	Target:beta-secretase	Drug:hpp-854
Disease:alzheimer's_disease	Target:membrane-associated_aspartic_protease_2	Drug:hpp-854
Disease:alzheimer's_disease	Target:transmembrane_aspartic_protease	Drug:hpp-854
Disease:alzheimer's_disease	Target:aspartyl_protease_2	Drug:hpp-854
Disease:alzheimer's_disease	Target:beta-site_abetapp-cleaving_enzyme	Drug:hpp-854
Disease:alzheimer's_disease	Target:asp2	Drug:hpp-854
Disease:alzheimer's_disease	Target:bace	Drug:hpp-854
Disease:alzheimer's_disease	Target:beta-site_amyloid_precursor_protein_cleaving_enzyme	Drug:hpp-854
Disease:alzheimer's_disease	Target:nicotinergic_acetylcholine_receptor	Drug:sib-1553a
Disease:alzheimer's_disease	Target:nicotinic_acetylcholine_receptor	Drug:sib-1553a
Disease:alzheimer's_disease	Target:nachr	Drug:sib-1553a
Disease:alzheimer's_disease	Target:amyloid_beta_a4_protein	Drug:nic5-15
Disease:alzheimer's_disease	Target:appi	Drug:nic5-15
Disease:alzheimer's_disease	Target:protease_nexin-ii	Drug:nic5-15
Disease:alzheimer's_disease	Target:cvap	Drug:nic5-15
Disease:alzheimer's_disease	Target:gamma-secretase	Drug:nic5-15
Disease:alzheimer's_disease	Target:cerebral_vascular_amyloid_peptide	Drug:nic5-15
Disease:alzheimer's_disease	Target:abpp	Drug:nic5-15
Disease:alzheimer's_disease	Target:app	Drug:nic5-15
Disease:alzheimer's_disease	Target:beta-amyloid_peptide	Drug:nic5-15
Disease:alzheimer's_disease	Target:amyloid_precursor_protein	Drug:nic5-15
Disease:alzheimer's_disease	Target:vascular_beta-amyloid	Drug:nic5-15
Disease:alzheimer's_disease	Target:amyloid_beta_precursor_protein	Drug:nic5-15
Disease:alzheimer's_disease	Target:alzheimer's_disease_amyloid_protein	Drug:nic5-15
Disease:alzheimer's_disease	Target:prea4	Drug:nic5-15
Disease:alzheimer's_disease	Target:pn-ii	Drug:nic5-15
Disease:alzheimer's_disease	Target:serotonin_receptor	Drug:td-8954
Disease:alzheimer's_disease	Target:5-hydroxytryptamine_4_receptor	Drug:td-8954
Disease:alzheimer's_disease	Target:5-ht-4	Drug:td-8954
Disease:alzheimer's_disease	Target:5-ht4_receptor	Drug:td-8954
Disease:alzheimer's_disease	Target:serotonin_receptor_4	Drug:td-8954
Disease:alzheimer's_disease	Target:5-ht4	Drug:td-8954
Disease:alzheimer's_disease	Target:serotonin_receptor	Drug:pf-04995274
Disease:alzheimer's_disease	Target:5-hydroxytryptamine_4_receptor	Drug:pf-04995274
Disease:alzheimer's_disease	Target:5-ht-4	Drug:pf-04995274
Disease:alzheimer's_disease	Target:5-ht4_receptor	Drug:pf-04995274
Disease:alzheimer's_disease	Target:serotonin_receptor_4	Drug:pf-04995274
Disease:alzheimer's_disease	Target:5-ht4	Drug:pf-04995274
Disease:alzheimer's_disease	Target:memapsin-2	Drug:cts-21166
Disease:alzheimer's_disease	Target:beta-secretase	Drug:cts-21166
Disease:alzheimer's_disease	Target:membrane-associated_aspartic_protease_2	Drug:cts-21166
Disease:alzheimer's_disease	Target:transmembrane_aspartic_protease	Drug:cts-21166
Disease:alzheimer's_disease	Target:aspartyl_protease_2	Drug:cts-21166
Disease:alzheimer's_disease	Target:beta-site_abetapp-cleaving_enzyme	Drug:cts-21166
Disease:alzheimer's_disease	Target:asp2	Drug:cts-21166
Disease:alzheimer's_disease	Target:bace	Drug:cts-21166
Disease:alzheimer's_disease	Target:beta-site_amyloid_precursor_protein_cleaving_enzyme	Drug:cts-21166
Disease:alzheimer's_disease	Target:gsk-3	Drug:np12
Disease:alzheimer's_disease	Target:glycogen_synthase_kinase-3	Drug:np12
Disease:alzheimer's_disease	Target:glycogen_synthase_kinase_3	Drug:np12
Disease:alzheimer's_disease	Target:memapsin-2	Drug:mk-8931
Disease:alzheimer's_disease	Target:beta-secretase	Drug:mk-8931
Disease:alzheimer's_disease	Target:membrane-associated_aspartic_protease_2	Drug:mk-8931
Disease:alzheimer's_disease	Target:transmembrane_aspartic_protease	Drug:mk-8931
Disease:alzheimer's_disease	Target:aspartyl_protease_2	Drug:mk-8931
Disease:alzheimer's_disease	Target:beta-site_abetapp-cleaving_enzyme	Drug:mk-8931
Disease:alzheimer's_disease	Target:asp2	Drug:mk-8931
Disease:alzheimer's_disease	Target:bace	Drug:mk-8931
Disease:alzheimer's_disease	Target:beta-site_amyloid_precursor_protein_cleaving_enzyme	Drug:mk-8931
Disease:alzheimer's_disease	Target:amyloid_beta_a4_protein	Drug:gsk933776a
Disease:alzheimer's_disease	Target:appi	Drug:gsk933776a
Disease:alzheimer's_disease	Target:protease_nexin-ii	Drug:gsk933776a
Disease:alzheimer's_disease	Target:cvap	Drug:gsk933776a
Disease:alzheimer's_disease	Target:gamma-secretase	Drug:gsk933776a
Disease:alzheimer's_disease	Target:cerebral_vascular_amyloid_peptide	Drug:gsk933776a
Disease:alzheimer's_disease	Target:abpp	Drug:gsk933776a
Disease:alzheimer's_disease	Target:app	Drug:gsk933776a
Disease:alzheimer's_disease	Target:beta-amyloid_peptide	Drug:gsk933776a
Disease:alzheimer's_disease	Target:amyloid_precursor_protein	Drug:gsk933776a
Disease:alzheimer's_disease	Target:vascular_beta-amyloid	Drug:gsk933776a
Disease:alzheimer's_disease	Target:amyloid_beta_precursor_protein	Drug:gsk933776a
Disease:alzheimer's_disease	Target:alzheimer's_disease_amyloid_protein	Drug:gsk933776a
Disease:alzheimer's_disease	Target:prea4	Drug:gsk933776a
Disease:alzheimer's_disease	Target:pn-ii	Drug:gsk933776a
Disease:alzheimer's_disease	Target:nicotinic_acetylcholine_receptor_subunit_alpha_7	Drug:abt-126
Disease:alzheimer's_disease	Target:alpha(7)_nicotinic_receptor	Drug:abt-126
Disease:alzheimer's_disease	Target:alpha7_nicotinic_receptor	Drug:abt-126
Disease:alzheimer's_disease	Target:nicotinic_acetylcholine_receptor_alpha7	Drug:abt-126
Disease:alzheimer's_disease	Target:neuronal_acetylcholine_receptor_protein,_alpha-7_chain	Drug:abt-126
Disease:alzheimer's_disease	Target:alpha-7_nachr	Drug:abt-126
Disease:alzheimer's_disease	Target:alpha7_nachr	Drug:abt-126
Disease:alzheimer's_disease	Target:nmda_receptor	Drug:asp-0777
Disease:alzheimer's_disease	Target:memapsin-2	Drug:azd-3839
Disease:alzheimer's_disease	Target:beta-secretase	Drug:azd-3839
Disease:alzheimer's_disease	Target:membrane-associated_aspartic_protease_2	Drug:azd-3839
Disease:alzheimer's_disease	Target:transmembrane_aspartic_protease	Drug:azd-3839
Disease:alzheimer's_disease	Target:aspartyl_protease_2	Drug:azd-3839
Disease:alzheimer's_disease	Target:beta-site_abetapp-cleaving_enzyme	Drug:azd-3839
Disease:alzheimer's_disease	Target:asp2	Drug:azd-3839
Disease:alzheimer's_disease	Target:bace	Drug:azd-3839
Disease:alzheimer's_disease	Target:beta-site_amyloid_precursor_protein_cleaving_enzyme	Drug:azd-3839
Disease:alzheimer's_disease	Target:secretase	Drug:ly2886721
Disease:alzheimer's_disease	Target:amyloid_beta_a4_protein	Drug:anti-abeta
Disease:alzheimer's_disease	Target:appi	Drug:anti-abeta
Disease:alzheimer's_disease	Target:protease_nexin-ii	Drug:anti-abeta
Disease:alzheimer's_disease	Target:cvap	Drug:anti-abeta
Disease:alzheimer's_disease	Target:gamma-secretase	Drug:anti-abeta
Disease:alzheimer's_disease	Target:cerebral_vascular_amyloid_peptide	Drug:anti-abeta
Disease:alzheimer's_disease	Target:abpp	Drug:anti-abeta
Disease:alzheimer's_disease	Target:app	Drug:anti-abeta
Disease:alzheimer's_disease	Target:beta-amyloid_peptide	Drug:anti-abeta
Disease:alzheimer's_disease	Target:amyloid_precursor_protein	Drug:anti-abeta
Disease:alzheimer's_disease	Target:vascular_beta-amyloid	Drug:anti-abeta
Disease:alzheimer's_disease	Target:amyloid_beta_precursor_protein	Drug:anti-abeta
Disease:alzheimer's_disease	Target:alzheimer's_disease_amyloid_protein	Drug:anti-abeta
Disease:alzheimer's_disease	Target:prea4	Drug:anti-abeta
Disease:alzheimer's_disease	Target:pn-ii	Drug:anti-abeta
Disease:alzheimer's_disease	Target:amyloid_beta_a4_protein	Drug:alz-801
Disease:alzheimer's_disease	Target:appi	Drug:alz-801
Disease:alzheimer's_disease	Target:protease_nexin-ii	Drug:alz-801
Disease:alzheimer's_disease	Target:cvap	Drug:alz-801
Disease:alzheimer's_disease	Target:gamma-secretase	Drug:alz-801
Disease:alzheimer's_disease	Target:cerebral_vascular_amyloid_peptide	Drug:alz-801
Disease:alzheimer's_disease	Target:abpp	Drug:alz-801
Disease:alzheimer's_disease	Target:app	Drug:alz-801
Disease:alzheimer's_disease	Target:beta-amyloid_peptide	Drug:alz-801
Disease:alzheimer's_disease	Target:amyloid_precursor_protein	Drug:alz-801
Disease:alzheimer's_disease	Target:vascular_beta-amyloid	Drug:alz-801
Disease:alzheimer's_disease	Target:amyloid_beta_precursor_protein	Drug:alz-801
Disease:alzheimer's_disease	Target:alzheimer's_disease_amyloid_protein	Drug:alz-801
Disease:alzheimer's_disease	Target:prea4	Drug:alz-801
Disease:alzheimer's_disease	Target:pn-ii	Drug:alz-801
Disease:alzheimer's_disease	Target:serotonin_receptor	Drug:av-965
Disease:alzheimer's_disease	Target:nicotinic_acetylcholine_receptor_subunit_alpha_7	Drug:r3487
Disease:alzheimer's_disease	Target:alpha(7)_nicotinic_receptor	Drug:r3487
Disease:alzheimer's_disease	Target:alpha7_nicotinic_receptor	Drug:r3487
Disease:alzheimer's_disease	Target:nicotinic_acetylcholine_receptor_alpha7	Drug:r3487
Disease:alzheimer's_disease	Target:neuronal_acetylcholine_receptor_protein,_alpha-7_chain	Drug:r3487
Disease:alzheimer's_disease	Target:alpha-7_nachr	Drug:r3487
Disease:alzheimer's_disease	Target:alpha7_nachr	Drug:r3487
Disease:alzheimer's_disease	Target:serotonin_receptor	Drug:syn-120
Disease:alzheimer's_disease	Target:amyloid_beta_a4_protein	Drug:elnd005
Disease:alzheimer's_disease	Target:appi	Drug:elnd005
Disease:alzheimer's_disease	Target:protease_nexin-ii	Drug:elnd005
Disease:alzheimer's_disease	Target:cvap	Drug:elnd005
Disease:alzheimer's_disease	Target:gamma-secretase	Drug:elnd005
Disease:alzheimer's_disease	Target:cerebral_vascular_amyloid_peptide	Drug:elnd005
Disease:alzheimer's_disease	Target:abpp	Drug:elnd005
Disease:alzheimer's_disease	Target:app	Drug:elnd005
Disease:alzheimer's_disease	Target:beta-amyloid_peptide	Drug:elnd005
Disease:alzheimer's_disease	Target:amyloid_precursor_protein	Drug:elnd005
Disease:alzheimer's_disease	Target:vascular_beta-amyloid	Drug:elnd005
Disease:alzheimer's_disease	Target:amyloid_beta_precursor_protein	Drug:elnd005
Disease:alzheimer's_disease	Target:alzheimer's_disease_amyloid_protein	Drug:elnd005
Disease:alzheimer's_disease	Target:prea4	Drug:elnd005
Disease:alzheimer's_disease	Target:pn-ii	Drug:elnd005
Disease:alzheimer's_disease	Target:amyloid_beta_a4_protein	Drug:r1450
Disease:alzheimer's_disease	Target:appi	Drug:r1450
Disease:alzheimer's_disease	Target:protease_nexin-ii	Drug:r1450
Disease:alzheimer's_disease	Target:cvap	Drug:r1450
Disease:alzheimer's_disease	Target:gamma-secretase	Drug:r1450
Disease:alzheimer's_disease	Target:cerebral_vascular_amyloid_peptide	Drug:r1450
Disease:alzheimer's_disease	Target:abpp	Drug:r1450
Disease:alzheimer's_disease	Target:app	Drug:r1450
Disease:alzheimer's_disease	Target:beta-amyloid_peptide	Drug:r1450
Disease:alzheimer's_disease	Target:amyloid_precursor_protein	Drug:r1450
Disease:alzheimer's_disease	Target:vascular_beta-amyloid	Drug:r1450
Disease:alzheimer's_disease	Target:amyloid_beta_precursor_protein	Drug:r1450
Disease:alzheimer's_disease	Target:alzheimer's_disease_amyloid_protein	Drug:r1450
Disease:alzheimer's_disease	Target:prea4	Drug:r1450
Disease:alzheimer's_disease	Target:pn-ii	Drug:r1450
Disease:alzheimer's_disease	Target:cox-2	Drug:gr-253035
Disease:alzheimer's_disease	Target:cyclooxygenase-2	Drug:gr-253035
Disease:alzheimer's_disease	Target:prostaglandin-endoperoxide_synthase_2	Drug:gr-253035
Disease:alzheimer's_disease	Target:cyclooxygenase_-2	Drug:gr-253035
Disease:alzheimer's_disease	Target:heme-protein_prostaglandin_g/h_synthase	Drug:gr-253035
Disease:alzheimer's_disease	Target:prostaglandin_g/h_synthase_2	Drug:gr-253035
Disease:alzheimer's_disease	Target:cyclooxygenase_2	Drug:gr-253035
Disease:alzheimer's_disease	Target:pgh_synthase_2	Drug:gr-253035
Disease:alzheimer's_disease	Target:pghs-2	Drug:gr-253035
Disease:alzheimer's_disease	Target:prostaglandin_h2_synthase_2	Drug:gr-253035
Disease:alzheimer's_disease	Target:phs_ii	Drug:gr-253035
Disease:alzheimer's_disease	Target:memapsin-2	Drug:ly-2811376
Disease:alzheimer's_disease	Target:beta-secretase	Drug:ly-2811376
Disease:alzheimer's_disease	Target:membrane-associated_aspartic_protease_2	Drug:ly-2811376
Disease:alzheimer's_disease	Target:transmembrane_aspartic_protease	Drug:ly-2811376
Disease:alzheimer's_disease	Target:aspartyl_protease_2	Drug:ly-2811376
Disease:alzheimer's_disease	Target:beta-site_abetapp-cleaving_enzyme	Drug:ly-2811376
