TTDTargetID	Target_Name	Indication	ICD9	ICD10
TTDS00198	Endothelin-1 receptor	Cardiovascular disease	325, 390-459, 401, 428, 430-459	G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95
TTDS00198	Endothelin-1 receptor	Chronic renal failure	585.9585.1-585.5403	N18
TTDS00198	Endothelin-1 receptor	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
TTDS00198	Endothelin-1 receptor	Ovarian cancer	140-229, 183, 185	C00-C96, C56, C61
TTDC00198	HCV polymerase	Hepatitis C infection	070.4, 070.5, 070.70	B17.1, B18.2
TTDS00199	Endothelin B receptor	Atopic asthma	493	J45
TTDS00199	Endothelin B receptor	Glial proliferation	.	.
TTDS00199	Endothelin B receptor	Melanoma	172.9	C43
TTDS00199	Endothelin B receptor	Neuronal injury	.	.
TTDC00199	Myeloperoxidase	Alzheimer's disease	331.0, 331.83	G30, G31.84
TTDC00199	Myeloperoxidase	Atherosclerosis	414.0, 440	I70
TTDC00199	Myeloperoxidase	Lung cancer	162	C33-C34
TTDC00199	Myeloperoxidase	Multiple sclerosis	340	G35
TTDR00199	Voltage-dependent P/Q-type calcium channel alpha-1A subunit	Analgesics	338	R52
TTDR00199	Voltage-dependent P/Q-type calcium channel alpha-1A subunit	Cerebral ischemia	459.89	I99.8
TTDR00199	Voltage-dependent P/Q-type calcium channel alpha-1A subunit	Migraine	346	G43
TTDR00199	Voltage-dependent P/Q-type calcium channel alpha-1A subunit	Neurogenic inflammation	.	.
TTDR00199	Voltage-dependent P/Q-type calcium channel alpha-1A subunit	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDS00200	CGMP-inhibited 3',5'-cyclic phosphodiesterase	Asthma	493	J45
TTDS00200	CGMP-inhibited 3',5'-cyclic phosphodiesterase	Atopic dermatitis	691.8, 692.9	L20, L20-L30
TTDS00200	CGMP-inhibited 3',5'-cyclic phosphodiesterase	Hepatic ischemia-reperfusion injury	459.89	I99.8
TTDS00200	CGMP-inhibited 3',5'-cyclic phosphodiesterase	Malignant tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDS00200	CGMP-inhibited 3',5'-cyclic phosphodiesterase	Peripheral arterial disease	443.9	I73.9
TTDS00200	CGMP-inhibited 3',5'-cyclic phosphodiesterase	Tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDS00200	CGMP-inhibited 3',5'-cyclic phosphodiesterase	Vascular diseases	325, 430-459	G45-G46, I60-I95
TTDC00200	NAD(P)H dehydrogenase [quinone] 1	Cancer	140-229	C00-C96
TTDC00200	NAD(P)H dehydrogenase [quinone] 1	Non-small cell lung cancer	140-229, 162, 204.0	C00-C96, C33-C34, C91.0
TTDR00200	Voltage-dependent R-type calcium channel alpha-1E subunit	Analgesics	338	R52
TTDR00200	Voltage-dependent R-type calcium channel alpha-1E subunit	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDS00201	CAMP-phosphodiesterase	Atopic disease	691.8	L20
TTDR00201	Gamma-aminobutyric acid transporter 4	Convulsions	780.3	R56.0
TTDC00201	Mitogen-activated protein kinase 14	Adult respiratory distress syndrome	518.5, 518.82	J80
TTDC00201	Mitogen-activated protein kinase 14	Alzheimer's disease	331.0, 331.83	G30, G31.84
TTDC00201	Mitogen-activated protein kinase 14	Crescentic glomerulonephritis	580-582	N00, N01, N03, N18
TTDC00201	Mitogen-activated protein kinase 14	Crohn's disease	555	K50
TTDC00201	Mitogen-activated protein kinase 14	Cytokine-mediated diseases	.	.
TTDC00201	Mitogen-activated protein kinase 14	Endotoxemia	.	.
TTDC00201	Mitogen-activated protein kinase 14	Inflammation	.	E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89
TTDC00201	Mitogen-activated protein kinase 14	Insulin resistance	.	E00-E90
TTDC00201	Mitogen-activated protein kinase 14	Multiple myeloma	203.0, 208.9	C90.0, C91-C95
TTDC00201	Mitogen-activated protein kinase 14	Psoriasis	696	L40
TTDC00201	Mitogen-activated protein kinase 14	Rheumatoid arthritis	710-719, 714	M05-M06
TTDC00201	Mitogen-activated protein kinase 14	Skin diseases	.	.
TTDC00201	Mitogen-activated protein kinase 14	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
TTDR00202	M-phase inducer phosphatase 1	Breast cancer	174, 175, 217	C50, D24
TTDR00202	M-phase inducer phosphatase 1	Cancer	140-229	C00-C96
TTDC00202	Rho-associated protein kinase 1	Asthma	493	J45
TTDC00202	Rho-associated protein kinase 1	Atherosclerotic cardiovascular disease	390-459	I00-I99
TTDC00202	Rho-associated protein kinase 1	Cardiac allograft vasculopathy	996.8	T86
TTDC00202	Rho-associated protein kinase 1	Glaucoma	365	H40-H42
TTDC00202	Rho-associated protein kinase 1	Hepatic fibrosis	709.2	L90.5
TTDC00202	Rho-associated protein kinase 1	Hypertensive vascular disease	325, 430-459	G45-G46, I60-I95
TTDC00202	Rho-associated protein kinase 1	Intimal hyperplasia	.	.
TTDC00202	Rho-associated protein kinase 1	Liver fibrogenesis	.	.
TTDC00202	Rho-associated protein kinase 1	Primary pulmonary hypertension	401, 416.0	I10, I11, I12, I13, I15, I27.0, I27.2
TTDC00202	Rho-associated protein kinase 1	Pulmonary hypertension	416	I27.0, I27.2
TTDC00202	Rho-associated protein kinase 1	Restenosis	.	I51.89
TTDC00202	Rho-associated protein kinase 1	Vascular diseases	325, 430-459	G45-G46, I60-I95
TTDC00202	Rho-associated protein kinase 1	Ventricular hypertrophy	.	.
TTDS00202	Thrombin	Coagulative disorders	286	D65-D69
TTDS00202	Thrombin	Coronary atherosclerosis	414.0, 440	I70
TTDS00202	Thrombin	Gliomas	191	C71
TTDS00202	Thrombin	Heparin-induced thrombocytopenia type II	287.3, 287.4, 287.5	D69.6, P61.0
TTDS00202	Thrombin	Multiple organ failure	.	.
TTDS00202	Thrombin	Thromboembolic disorder	437.6, 453, 671.5, 671.9	I80-I82
TTDS00202	Thrombin	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
TTDS00202	Thrombin	Thrombotic disease	.	.
TTDS00203	Coagulation factor Xa	Atrial fibrillation; Atrial flutter	427.31, 487, 488	I48, J10, J11
TTDS00203	Coagulation factor Xa	Cardiovascular disease	325, 390-459, 401, 428, 430-459	G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95
TTDS00203	Coagulation factor Xa	Coagulative disorders	286	D65-D69
TTDS00203	Coagulation factor Xa	Thromboembolic disorder	437.6, 453, 671.5, 671.9	I80-I82
TTDS00203	Coagulation factor Xa	Thromboembolism	437.6, 453, 671.5, 671.9	I80-I82
TTDS00203	Coagulation factor Xa	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
TTDS00203	Coagulation factor Xa	Thrombotic disease	.	.
TTDC00203	Transforming growth factor-beta	Brain tumors	191, 225.0	C71, D33
TTDC00203	Transforming growth factor-beta	Breast cancer	174, 175, 217	C50, D24
TTDC00203	Transforming growth factor-beta	Diabetic nephropathy	250, 250.4, 580-599	E08-E13, E10.2, E11.2, E13.2, N00-N29
TTDC00203	Transforming growth factor-beta	Malignant gliomas	191	C71
TTDC00203	Transforming growth factor-beta	Ovarian cancer	140-229, 183, 185	C00-C96, C56, C61
TTDC00203	Transforming growth factor-beta	Renal fibrosis	709.2	L90.5
TTDS00204	Coagulation Factor Va	Sepsis	995.0, 995.91	A40, A41, T78.2
TTDR00204	Tar rRNA	Human immunodeficiency virus infection	279.3	D84.9
TTDC00204	Vasoactive intestinal polypeptide receptor 1	Autoimmune diseases	279	D84.9, M35.9
TTDC00204	Vasoactive intestinal polypeptide receptor 1	Human immunodeficiency virus infection	279.3	D84.9
TTDS00205	Coagulation Factor VIIIa	Sepsis	995.0, 995.91	A40, A41, T78.2
TTDC00205	Glucagon-like peptide 1	Alzheimer's disease	331.0, 331.83	G30, G31.84
TTDC00205	Glucagon-like peptide 1	Obesity	278	E66
TTDR00205	Interleukin-8	Angiogenesis	.	.
TTDR00205	Interleukin-8	Arthritis	710-719	M00-M25
TTDR00205	Interleukin-8	Human cytomegalovirus infections	001-139, 078.5	A00-B99, B25
TTDR00205	Interleukin-8	Inflammation	.	E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89
TTDR00205	Interleukin-8	Mechanical nociceptor hypersensitivity	995.3	T78.4
TTDR00205	Interleukin-8	Meningitis	320-322	G00-G03
TTDS00206	Mineralocorticoid receptor	Autoimmune; Sudden sensorineural hearing loss	389	H90-H91
TTDS00206	Mineralocorticoid receptor	Brain injury	.	S09.90
TTDC00206	Ubiquitin-protein ligase E3 Mdm2	Breast cancer	174, 175, 217	C50, D24
TTDC00206	Ubiquitin-protein ligase E3 Mdm2	Cancer	140-229	C00-C96
TTDC00206	Ubiquitin-protein ligase E3 Mdm2	Lymphoma	202.8, 208.9	C81-C96, C91-C95
TTDC00206	Ubiquitin-protein ligase E3 Mdm2	Osteosarcoma	170	C40-C41
TTDC00206	Ubiquitin-protein ligase E3 Mdm2	Ovarian cancer	140-229, 183, 185	C00-C96, C56, C61
TTDC00207	C-C chemokine receptor type 3	Allergic diseases	995.3	T78.4
TTDR00207	Neuronal kinesin heavy chain	Neurological symptom	.	.
TTDS00208	Dihydrofolate reductase	Autoimmune diseases	279	D84.9, M35.9
TTDS00208	Dihydrofolate reductase	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDS00208	Dihydrofolate reductase	Cancer	140-229	C00-C96
TTDS00208	Dihydrofolate reductase	Chagas' disease	86	B57
TTDS00208	Dihydrofolate reductase	Fungal diseases	110-118	B35-B49
TTDS00208	Dihydrofolate reductase	Inflammation	.	E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89
TTDS00208	Dihydrofolate reductase	Leishmania infections	001-139, 296.0, 296.4, 296.6	A00-B99, F30
TTDS00208	Dihydrofolate reductase	Leprosy	.	.
TTDS00208	Dihydrofolate reductase	Malaria	84	B50-B54
TTDS00208	Dihydrofolate reductase	Microbial infections	001-139	A00-B99
TTDS00208	Dihydrofolate reductase	P. carinii pneumonia	480-486, 770.0	J12, J13, J14, J15, J16, J17, J18, P23
TTDS00208	Dihydrofolate reductase	Parasitic diseases	.	.
TTDS00208	Dihydrofolate reductase	Toxoplasma infections	001-139	A00-B99
TTDS00208	Dihydrofolate reductase	Trypanosomatid infections	001-139	A00-B99
TTDS00208	Dihydrofolate reductase	Tuberculosis	010-018	A15-A19
TTDR00208	M-phase inducer phosphatase 3	Cancer	140-229	C00-C96
TTDC00208	T-cell-specific surface glycoprotein CD28	Lung mucosal allergic inflammation	204.0, 995.3	C91.0, T78.4
TTDS00209	AMP-activated protein kinase	Autoimmune inflammation	.	.
TTDS00209	AMP-activated protein kinase	Ischemia reperfusion injuries	459.89	I99.8
TTDS00209	AMP-activated protein kinase	Non-insulin-dependent diabetes mellitus	250	E08-E13
TTDS00209	AMP-activated protein kinase	Obesity	278	E66
TTDR00209	Carbonic anhydrase IV	Glaucoma	365	H40-H42
TTDR00209	Carbonic anhydrase IV	Pancreatic cancer	140-229, 157, 202.8, 203.0, 208.9	C00-C96, C25, C81-C96, C90.0, C91-C95
TTDR00209	Carbonic anhydrase IV	Renal failure	584, 585	N17, N18, N19
TTDR00209	Carbonic anhydrase IV	Salivary glands cancer	140-229	C00-C96
TTDC00209	Toll-like receptor 4	LPS-induced left ventricular dysfunction	428	I50
TTDC00210	Angiopoietin-2	Breast cancer	174, 175, 217	C50, D24
TTDR00210	Carbonic anhydrase VI	Pancreatic cancer	140-229, 157, 202.8, 203.0, 208.9	C00-C96, C25, C81-C96, C90.0, C91-C95
TTDR00210	Carbonic anhydrase VI	Salivary glands cancer	140-229	C00-C96
TTDS00210	Penicillin binding protein	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDR00211	Carbonic anhydrase IX	Bladder cancer	140-229, 188	C00-C96, C67
TTDR00211	Carbonic anhydrase IX	Head and neck squamous cell carcinomas	199	C44
TTDR00211	Carbonic anhydrase IX	Pancreatic cancer	140-229, 157, 202.8, 203.0, 208.9	C00-C96, C25, C81-C96, C90.0, C91-C95
TTDR00211	Carbonic anhydrase IX	Renal cell carcinoma	189	C64
TTDC00211	HIV integrase	Human immunodeficiency virus infection	279.3	D84.9
TTDS00211	Penicillin binding protein 2	Gram-negative bacterial infection	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDR00212	Carbonic anhydrase XII	Colorectal cancer	153, 154	C18-C21
TTDR00212	Carbonic anhydrase XII	Gastrointestinal cancers	150-159	C15-C26
TTDR00212	Carbonic anhydrase XII	Pancreatic cancer	140-229, 157, 202.8, 203.0, 208.9	C00-C96, C25, C81-C96, C90.0, C91-C95
TTDR00212	Carbonic anhydrase XII	Renal failure	584, 585	N17, N18, N19
TTDC00212	Cyclin-dependent kinase	Stroke	434.91, 437.6, 453, 671.5, 671.9	I61-I63, I80-I82
TTDS00212	Penicillin binding protein 3	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDR00213	Carbonic anhydrase XIV	Renal failure	584, 585	N17, N18, N19
TTDC00213	Connective tissue growth factor	Atherosclerosis	414.0, 440	I70
TTDC00213	Connective tissue growth factor	Fibrotic disease	709.2	L90.5
TTDC00213	Connective tissue growth factor	Fibrotic renal disease	.	.
TTDC00213	Connective tissue growth factor	Lung fibrosis	709.2	L90.5
TTDC00213	Connective tissue growth factor	Rhabdomyosarcoma	171	C49
TTDC00213	Connective tissue growth factor	Scleroderma	701.0710.1	L94.0-L94.1, M34
TTDC00213	Connective tissue growth factor	Tubulointerstitial fibrosis	709.2	L90.5
TTDS00213	DNA	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDS00213	DNA	Cancer	140-229	C00-C96
TTDS00213	DNA	Human immunodeficiency virus infection	279.3	D84.9
TTDS00213	DNA	Tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDC00214	Interleukin-17	Allograft rejection	996.8	T86
TTDC00214	Interleukin-17	Neutrophilic airway inflammation	460-519	J00-J99
TTDC00214	Interleukin-17	Rheumatoid arthritis	710-719, 714	M05-M06
TTDR00214	Sodium/potassium-transporting ATPase alpha-2 chain	Atrial fibrillation; Atrial flutter	427.31, 487, 488	I48, J10, J11
TTDR00214	Sodium/potassium-transporting ATPase alpha-2 chain	Heart failure	410, 428	I21, I22, I50
TTDC00215	C-C chemokine receptor type 1	Autoimmune diseases	279	D84.9, M35.9
TTDC00215	C-C chemokine receptor type 1	Chronic inflammatory diseases	.	.
TTDC00215	C-C chemokine receptor type 1	Ovarian cancer	140-229, 183, 185	C00-C96, C56, C61
TTDC00215	C-C chemokine receptor type 1	Renal fibrosis	709.2	L90.5
TTDS00216	16S rRNA	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDS00216	16S rRNA	Malaria	84	B50-B54
TTDC00216	mRNA of C-reactive protein	Atherosclerosis	414.0, 440	I70
TTDC00216	mRNA of C-reactive protein	Cardiovascular disease	325, 390-459, 401, 428, 430-459	G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95
TTDS00217	23S rRNA	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDS00217	23S rRNA	Malaria	84	B50-B54
TTDC00217	Interleukin-5 receptor	Eosinophilia associated with chronic allergic disease	204.0, 995.3	C91.0, T78.4
TTDR00217	mRNA of VLA-4	Allergy	995.3	T78.4
TTDR00217	mRNA of VLA-4	Multiple sclerosis	340	G35
TTDR00218	O-acetylserine sulfhydrylase	Vitamin B6 deficiency	266.1	E53.1
TTDC00218	P2X purinoceptor 7	Analgesics	338	R52
TTDC00218	P2X purinoceptor 7	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
TTDC00218	P2X purinoceptor 7	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDS00219	30S ribosomal subunit	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDR00219	Hypoxanthine-guanine phosphoribosyltransferase	Chagas' disease	86	B57
TTDR00219	Hypoxanthine-guanine phosphoribosyltransferase	Giardiasis infections	001-139, 007.1	A00-B99, A07.1
TTDR00219	Hypoxanthine-guanine phosphoribosyltransferase	Leishmania infections	001-139, 296.0, 296.4, 296.6	A00-B99, F30
TTDR00219	Hypoxanthine-guanine phosphoribosyltransferase	Malaria	84	B50-B54
TTDR00219	Hypoxanthine-guanine phosphoribosyltransferase	Parasitic diseases	.	.
TTDR00219	Hypoxanthine-guanine phosphoribosyltransferase	Schistosomiasis	120	B65
TTDR00219	Hypoxanthine-guanine phosphoribosyltransferase	Sleeping sickness	.	.
TTDC00219	Tumor necrosis factor receptor superfamily member 4	Autoimmune diseases	279	D84.9, M35.9
TTDS00220	50S ribosomal subunit	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDC00220	Metabotropic glutamate receptor 1	Analgesics	338	R52
TTDC00220	Metabotropic glutamate receptor 1	Convulsions	780.3	R56.0
TTDC00220	Metabotropic glutamate receptor 1	Neuronal injury	.	.
TTDC00220	Metabotropic glutamate receptor 1	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDR00220	Vasopeptidase	Heart failure	410, 428	I21, I22, I50
TTDR00220	Vasopeptidase	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
TTDS00221	70S prokaryotic ribosome	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDC00221	Interleukin-18	Autoimmune diseases	279	D84.9, M35.9
TTDC00221	Interleukin-18	Group B streptococci induced septic arthritis	710-719	M00-M25
TTDC00221	Interleukin-18	Group B streptococci infection	001-139	A00-B99
TTDC00221	Interleukin-18	Inflammatory arthritis	710-719	M00-M25
TTDC00221	Interleukin-18	Pancreatic necrosis	.	.
TTDR00221	Rhodopsin	Vitamin A deficiency	.	.
TTDR00222	Aspartate aminotransferase, cytoplasmic	Vitamin B6 deficiency	266.1	E53.1
TTDS00222	DNA-dependent RNA polymerase at the beta subunit	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDC00222	Inhibitor of nuclear factor kappa-B kinase	Analgesics	338	R52
TTDC00222	Inhibitor of nuclear factor kappa-B kinase	Herpes virus infection	001-139, 042-075	A00-B99, A80-A99, B00-B34
TTDC00222	Inhibitor of nuclear factor kappa-B kinase	Inflammation	.	E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89
TTDC00222	Inhibitor of nuclear factor kappa-B kinase	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
TTDC00222	Inhibitor of nuclear factor kappa-B kinase	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDC00222	Inhibitor of nuclear factor kappa-B kinase	Rheumatoid arthritis	710-719, 714	M05-M06
TTDS00223	Isoleucyl-tRNA synthetase (bacterial)	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDS00223	Isoleucyl-tRNA synthetase (bacterial)	Microbial infections	001-139	A00-B99
TTDR00223	Omega-amino acid:pyruvate aminotransferase	Vitamin B6 deficiency	266.1	E53.1
TTDR00224	Proliferating cell nuclear antigen; Cyclin-A2	Cardiovascular disease	325, 390-459, 401, 428, 430-459	G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95
TTDC00224	Tumor necrosis factor ligand superfamily member 11	Arthritis	710-719	M00-M25
TTDC00224	Tumor necrosis factor ligand superfamily member 11	Osteolytic metastatic cancer	140-229	C00-C96
TTDC00224	Tumor necrosis factor ligand superfamily member 11	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
TTDC00224	Tumor necrosis factor ligand superfamily member 11	Periodontitis	523.5	K05.4
TTDS00225	DNA-dependent RNA polymerase	Tuberculosis	010-018	A15-A19
TTDR00225	Low-density lipoprotein receptor	Parkinson's disease	332	F02.3, G20
TTDC00225	Macrophage inflammatory protein-2-alpha	Influenza virus pneumonia	480-486, 487, 488, 770.0	J10, J11, J12, J13, J14, J15, J16, J17, J18, P23
TTDC00226	C-C chemokine receptor type 4	Asthma	493	J45
TTDS00226	Plastid RNA polymerase beta-subunit	Malaria	84	B50-B54
TTDR00226	Serine hydroxymethyltransferase, mitochondrial	Cancer	140-229	C00-C96
TTDR00226	Serine hydroxymethyltransferase, mitochondrial	Malaria	84	B50-B54
TTDS00227	RNA polymerase; bacterial RNA polymerase switch region	Cancer	140-229	C00-C96
TTDS00227	RNA polymerase; bacterial RNA polymerase switch region	Human cytomegalovirus infections	001-139, 078.5	A00-B99, B25
TTDS00227	RNA polymerase; bacterial RNA polymerase switch region	Malaria	84	B50-B54
TTDS00227	RNA polymerase; bacterial RNA polymerase switch region	Respiratory syncytial virus infections	001-139, 079.6	A00-B99, B97.4
TTDC00227	Sodium- and chloride-dependent glycine transporter 1	Disorders associated with NMDAR hypofunction	.	.
TTDS00228	Beta-lactamase	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
